	Kingdom	Phylum	Class	Order	Family	Genus	Species
1852373	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Murdochiella	vaginalis
1870984	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	mediterraneensis
33034	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	prevotii
33033	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	micra
1260	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	magna
1912856	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	sp. ING2-D1G
1556	Bacteria	Firmicutes	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	acidurici
45497	Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae		[Clostridium] ultunense
1852374	Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Ezakiella	massiliensis
1871025	Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Ndongobacter	massiliensis
243899	Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Ndongobacter	endosymbiont 'TC1' of Trimyema compressum
118964	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales			
1298	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
309887	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	maricopensis
1768108	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	actinosclerus
502394	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	gobiensis
317577	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	ficus
2080419	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	sp. NW-56
1182571	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	swuensis
2202254	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	irradiatisoli
432329	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	peraridilitoris
68909	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	geothermalis
1299	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	radiodurans
1309411	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	soli Cha et al. 2016
55148	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	proteolyticus
980427	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	wulumuqiensis
310783	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	deserti
1182568	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	puniceus
332249	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	radiovictrix
188786	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae		
270	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	
274	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	thermophilus
56957	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	oshimai
271	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	aquaticus
1111069	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	sp. CCB_US3_UF1
37636	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	scotoductus
56956	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	brockianus
456163	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	parvatiensis
187137	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Oceanithermus	profundus
65551	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	
277	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	ruber
52022	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	silvanus
186192	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Marinithermus	hydrothermalis
1890424	Bacteria	Cyanobacteria		Synechococcales			
1890426	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae		
1129	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	
1916956	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. SynAce01
321327	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. JA-3-3Ab
195250	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. PCC 7336
585423	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. KORDI-49
316278	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. RCC307
321332	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. JA-2-3B'a(2-13)
1280380	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. KORDI-100
32051	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. WH 7803
110662	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. CC9605
585425	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. KORDI-52
166314	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. WH 8109
195253	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. PCC 6312
1827144	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. NIES-970
33070	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	lividus
64471	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. CC9311
32052	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. WH 8020
374981	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. PCC 7003
1173263	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. PCC 7502
316279	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. CC9902
29410	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. WH 8103
84588	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. WH 8102
195498	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. PCC 7117
195248	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. PCC 8807
32049	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. PCC 7002
374982	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	sp. PCC 73109
167375	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanobium	
59930	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanobium	gracile
1851505	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanobium	sp. NIES-981
146785	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Thermosynechococcus	
146786	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Thermosynechococcus	elongatus
1394889	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Thermosynechococcus	sp. NK55a
292566	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Dactylococcopsis	salina
1080068	Bacteria	Cyanobacteria		Synechococcales	Leptolyngbyaceae	Leptolyngbya	sp. O-77
1184	Bacteria	Cyanobacteria		Synechococcales	Leptolyngbyaceae	Leptolyngbya	boryana
1752064	Bacteria	Cyanobacteria		Synechococcales	Leptolyngbyaceae	Leptolyngbya	sp. NIES-3755
111781	Bacteria	Cyanobacteria		Synechococcales	Leptolyngbyaceae	Leptolyngbya	sp. PCC 7376
1209493	Bacteria	Cyanobacteria		Synechococcales	Prochlorotrichaceae	Halomicronema	hongdechloris
1173032	Bacteria	Cyanobacteria		Synechococcales	Chamaesiphonaceae	Chamaesiphon	minutus
1218	Bacteria	Cyanobacteria		Synechococcales	Prochloraceae	Prochlorococcus	
1219	Bacteria	Cyanobacteria		Synechococcales	Prochloraceae	Prochlorococcus	marinus
1501269	Bacteria	Cyanobacteria		Synechococcales	Prochloraceae	Prochlorococcus	sp. MIT 0801
1501268	Bacteria	Cyanobacteria		Synechococcales	Prochloraceae	Prochlorococcus	sp. MIT 0604
155978	Bacteria	Cyanobacteria		Synechococcales	Acaryochloridaceae	Acaryochloris	marina
82654	Bacteria	Cyanobacteria		Synechococcales	Pseudanabaenaceae	Pseudanabaena	sp. PCC 7367
1142	Bacteria	Cyanobacteria		Synechococcales	Merismopediaceae	Synechocystis	
1147	Bacteria	Cyanobacteria		Synechococcales	Merismopediaceae	Synechocystis	sp. PCC 6714
1161	Bacteria	Cyanobacteria		Nostocales			
1162	Bacteria	Cyanobacteria		Nostocales	Nostocaceae		
1177	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	
2005458	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	sp. NIES-4103
92942	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	linckia
1306274	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	flagelliforme
272131	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	punctiforme
1618022	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	sp. 'Lobaria pulmonaria (5183) cyanobiont'
1869241	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	sp. CENA543
28072	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	sp. PCC 7524
374162	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	carneum
1261031	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	sp. 'Peltigera membranacea cyanobiont' N6
224012	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	piscinale
446679	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	sphaeroides
317936	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	sp. PCC 7107
1751286	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	sp. NIES-3756
1973475	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	sp. NIES-2111
1163	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Anabaena	
46234	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Anabaena	sp. 90
1165	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Anabaena	cylindrica
1647413	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Anabaena	sp. WA102
142864	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Cylindrospermum	stagnale
264691	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Trichormus	variabilis
1164	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Trichormus	azollae
1185	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae		
1186	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	
1954172	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	sp. NIES-2100
1973486	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	parasitica
1954171	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	sp. NIES-2098
99598	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	sp. PCC 7507
938406	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	brevissima
2005462	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	sp. NIES-3974
32054	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	parietina
2005461	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	sp. NIES-4101
1337936	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	sp. 336/3
373994	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Rivularia	sp. PCC 7116
1197	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Microchaete	diplosiphon
1203	Bacteria	Cyanobacteria		Nostocales	Scytonemataceae	Scytonema	
1137095	Bacteria	Cyanobacteria		Nostocales	Scytonemataceae	Scytonema	sp. HK-05
2005464	Bacteria	Cyanobacteria		Nostocales	Scytonemataceae	Scytonema	sp. NIES-4073
1892259	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae		
70799	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae	Nodularia	spumigena
289435	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae	Sphaerospermopsis	kisseleviana
136073	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae	Dolichospermum	compactum
109266	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae	Anabaenopsis	circularis
312883	Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae	Raphidiopsis	curvata
1752063	Bacteria	Cyanobacteria		Nostocales	Hapalosiphonaceae	Fischerella	sp. NIES-3754
2005456	Bacteria	Cyanobacteria		Nostocales	Hapalosiphonaceae	Fischerella	sp. NIES-4106
1940762	Bacteria	Cyanobacteria		Nostocales	Hapalosiphonaceae	Fischerella	Nostocales cyanobacterium HT-58-2
1150	Bacteria	Cyanobacteria		Oscillatoriales			
1892254	Bacteria	Cyanobacteria		Oscillatoriales	Oscillatoriaceae		
482564	Bacteria	Cyanobacteria		Oscillatoriales	Oscillatoriaceae	Oscillatoria	nigro-viridis
118323	Bacteria	Cyanobacteria		Oscillatoriales	Oscillatoriaceae	Oscillatoria	acuminata
1155739	Bacteria	Cyanobacteria		Oscillatoriales	Oscillatoriaceae	Moorea	producens
1173025	Bacteria	Cyanobacteria		Oscillatoriales	Coleofasciculaceae	Geitlerinema	sp. PCC 7407
43988	Bacteria	Cyanobacteria		Oscillatoriales	Cyanothecaceae	Cyanothece	
395961	Bacteria	Cyanobacteria		Oscillatoriales	Cyanothecaceae	Cyanothece	sp. PCC 7425
65393	Bacteria	Cyanobacteria		Oscillatoriales	Cyanothecaceae	Cyanothece	sp. PCC 7424
497965	Bacteria	Cyanobacteria		Oscillatoriales	Cyanothecaceae	Cyanothece	sp. PCC 7822
43989	Bacteria	Cyanobacteria		Oscillatoriales	Cyanothecaceae	Cyanothece	sp. ATCC 51142
41431	Bacteria	Cyanobacteria		Oscillatoriales	Cyanothecaceae	Cyanothece	sp. PCC 8801
395962	Bacteria	Cyanobacteria		Oscillatoriales	Cyanothecaceae	Cyanothece	sp. PCC 8802
1173027	Bacteria	Cyanobacteria		Oscillatoriales	Microcoleaceae	Microcoleus	sp. PCC 7113
35823	Bacteria	Cyanobacteria		Oscillatoriales	Microcoleaceae	Arthrospira	
118562	Bacteria	Cyanobacteria		Oscillatoriales	Microcoleaceae	Arthrospira	platensis
1160	Bacteria	Cyanobacteria		Oscillatoriales	Microcoleaceae	Planktothrix	agardhii
1206	Bacteria	Cyanobacteria		Oscillatoriales	Microcoleaceae	Trichodesmium	erythraeum
864702	Bacteria	Cyanobacteria		Oscillatoriales	Microcoleaceae	Planktothrix	Oscillatoriales cyanobacterium JSC-12
241425	Bacteria	Cyanobacteria		Oscillatoriales	Gomontiellaceae	Crinalium	epipsammum
669357	Bacteria	Cyanobacteria		Chroococcales	Chroococcaceae	Geminocystis	
1615909	Bacteria	Cyanobacteria		Chroococcales	Chroococcaceae	Geminocystis	sp. NIES-3708
669359	Bacteria	Cyanobacteria		Chroococcales	Chroococcaceae	Geminocystis	herdmanii
1617448	Bacteria	Cyanobacteria		Chroococcales	Chroococcaceae	Geminocystis	sp. NIES-3709
1173026	Bacteria	Cyanobacteria		Chroococcales	Chroococcaceae	Gloeocapsa	sp. PCC 7428
2005460	Bacteria	Cyanobacteria		Chroococcales	Chroococcaceae	Chondrocystis	sp. NIES-4102
1125	Bacteria	Cyanobacteria		Chroococcales	Microcystaceae	Microcystis	
1126	Bacteria	Cyanobacteria		Chroococcales	Microcystaceae	Microcystis	aeruginosa
1967666	Bacteria	Cyanobacteria		Chroococcales	Microcystaceae	Microcystis	sp. MC19
379064	Bacteria	Cyanobacteria		Chroococcales	Cyanobacteriaceae	Cyanobacterium	aponinum
65093	Bacteria	Cyanobacteria		Chroococcales	Aphanothecaceae	Halothece	sp. PCC 7418
713887	Bacteria	Cyanobacteria		Chroococcales	Aphanothecaceae	Candidatus Atelocyanobacterium	thalassa
33071	Bacteria	Cyanobacteria	Gloeobacteria	Gloeobacterales	Gloeobacteraceae	Gloeobacter	
33072	Bacteria	Cyanobacteria	Gloeobacteria	Gloeobacterales	Gloeobacteraceae	Gloeobacter	violaceus
1416614	Bacteria	Cyanobacteria	Gloeobacteria	Gloeobacterales	Gloeobacteraceae	Gloeobacter	kilaueensis
54308	Bacteria	Cyanobacteria	Gloeobacteria	Pleurocapsales	Hyellaceae	Pleurocapsa	minor
102115	Bacteria	Cyanobacteria	Gloeobacteria	Pleurocapsales	Dermocarpellaceae	Stanieria	
102116	Bacteria	Cyanobacteria	Gloeobacteria	Pleurocapsales	Dermocarpellaceae	Stanieria	cyanosphaera
1807358	Bacteria	Cyanobacteria	Gloeobacteria	Pleurocapsales	Dermocarpellaceae	Stanieria	sp. NIES-3757
54299	Bacteria	Cyanobacteria	Gloeobacteria	Chroococcidiopsidales	Chroococcidiopsidaceae	Chroococcidiopsis	thermalis
1188228	Bacteria	Cyanobacteria	Gloeobacteria	Gloeoemargaritales	Gloeomargaritaceae	Gloeomargarita	lithophora
718217	Bacteria	Cyanobacteria	Gloeobacteria	Gloeoemargaritales	Gloeomargaritaceae	Gloeomargarita	cyanobacterium endosymbiont of Epithemia turgida
1763363	Bacteria	Cyanobacteria	Gloeobacteria	Gloeoemargaritales	Gloeomargaritaceae	Gloeomargarita	cyanobacterium endosymbiont of Rhopalodia gibberula
2057	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	thermophilus
500	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	roseum
32064	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales			
120961	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	
357808	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	sp. RS-1
120962	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	castenholzii
1107	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	
1108	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	aurantiacus
152260	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	aggregans
1806508	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Candidatus Promineofilum	breve
292628	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
167964	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	thermophila
1889813	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	eae bacterium oral taxon 439
1986204	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Brevefilum	fermentans
133453	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	aerophila
670486	Bacteria	Chloroflexi	Dehalococcoidia			Dehalogenimonas	
1839801	Bacteria	Chloroflexi	Dehalococcoidia			Dehalogenimonas	formicexedens
552810	Bacteria	Chloroflexi	Dehalococcoidia			Dehalogenimonas	lykanthroporepellens
61434	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	
61435	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	mccartyi
1522671	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	sp. UCH007
1005039	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	ginsengisoli
454171	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	calidirosea
2092	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae		
2093	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	
1749074	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	sp. (ex Biomphalaria glabrata)
2102	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	mycoides
2095	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	capricolum
2098	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	hominis
2118	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	mobile
2096	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	gallisepticum
28903	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	bovis
2100	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	hyorhinis
171279	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	anatis
92400	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	anseris
86660	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	dispar
50052	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	crocodyli
45362	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	bovoculi
45361	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	conjunctivae
29559	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	hyosynoviae
28227	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	penetrans
2099	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	hyopneumoniae
29554	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	canadense
2094	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	arginini
